,chembl_id,entity_id,pref_name,canonical_smiles,indication_name
4380,CHEMBL4297107,2335078,IPRAZOCHROME,CC(C)N1CC(O)C2=CC(=NNC(N)=O)C(=O)C=C21,A list of medical conditions: migraine disorder
4381,CHEMBL4297109,2335080,OXITROPIUM BROMIDE,CC[N+]1(C)[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],A list of medical conditions: Airway obstruction
4382,CHEMBL4297142,2335113,CASPOFUNGIN ACETATE,CC(=O)O.CC(=O)O.CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,"A list of medical conditions: aspergillosis, cancer, Candidemia, candidiasis, Candidiasis, Invasive, fungal infectious disease"
4383,CHEMBL4297147,2335118,HALOPERIDOL LACTATE,CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,"A list of medical conditions: Agitation, schizoaffective disorder, schizophrenia"
4384,CHEMBL4297165,2335136,CHLOROQUINE HYDROCHLORIDE,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.Cl.Cl,"A list of medical conditions: rheumatoid arthritis, systemic lupus erythematosus"
4385,CHEMBL4297181,2335152,SAMOTOLISIB,CO[C@@H](C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,"A list of medical conditions: breast cancer, breast neoplasm, colorectal neoplasm, endometrial cancer, mesothelioma, metastasis, neoplasm, non-Hodgkins lymphoma, non-small cell lung carcinoma, pancreatic ductal adenocarcinoma, prostate cancer"
4386,CHEMBL4297182,2335153,PEGCANTRATINIB,COCCN1C(=O)O[C@@]2(C[C@H]3O[C@]2(C)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)C1=O,"A list of medical conditions: atopic eczema, neuropathic pain, psoriasis, psoriasis vulgaris"
4387,CHEMBL4297183,2335154,BALOVAPTAN,CN1Cc2cc(Cl)ccc2-n2c(nnc2[C@H]2CC[C@H](Oc3ccccn3)CC2)C1,"A list of medical conditions: autism spectrum disorder, Ischemic stroke, post-traumatic stress disorder"
4388,CHEMBL4297184,2335155,CIFORADENANT,Cc1ccc(-c2nc(N)nc3c2nnn3Cc2cccc(CO[C@H]3CCOC3)n2)o1,"A list of medical conditions: attention deficit hyperactivity disorder, multiple myeloma, non-small cell lung carcinoma, Parkinson disease, renal cell carcinoma"
4389,CHEMBL4297185,2335156,DAROLUTAMIDE,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,"A list of medical conditions: breast cancer, cancer, metastatic prostate cancer, neoplasm, prostate adenocarcinoma, prostate cancer, prostate carcinoma"
4390,CHEMBL4297186,2335157,NIPEROTIDINE,CN(C)Cc1ccc(CSCCNC(=C[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,"A list of medical conditions: gastroesophageal reflux disease, Peptic ulcer"
4391,CHEMBL4297187,2335158,DERAZANTINIB,COCCNCCc1cccc(Nc2ncc3c(n2)-c2ccccc2[C@H](c2ccccc2F)C3)c1,"A list of medical conditions: gastric adenocarcinoma, intrahepatic cholangiocarcinoma, neoplasm, urothelial carcinoma"
4392,CHEMBL4297188,2335159,MIRANSERTIB,Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1,"A list of medical conditions: endometrial cancer, lymphoma, ovarian cancer, Proteus syndrome"
4393,CHEMBL4297190,2335161,SURUFATINIB,Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,"A list of medical conditions: biliary tract cancer, breast cancer, colorectal cancer, colorectal carcinoma, colorectal neoplasm, gastric adenocarcinoma, head and neck malignant neoplasia, hepatocellular carcinoma, kidney disease, liver disease, nasopharyngeal neoplasm, neoplasm, neuroendocrine carcinoma, neuroendocrine neoplasm, non-small cell lung carcinoma, pancreatic carcinoma"
4394,CHEMBL4297203,2335174,DUTOGLIPTIN TARTRATE,O=C(CN[C@@H]1CCNC1)N1CCC[C@H]1B(O)O.O=C(O)C(O)C(O)C(=O)O,A list of medical conditions: type 2 diabetes mellitus
4395,CHEMBL4297204,2335175,ORNITHINE PHENYLACETATE,NCCC[C@H](N)C(=O)O.O=C(O)Cc1ccccc1,"A list of medical conditions: Acute hepatic failure, cirrhosis of liver"
4396,CHEMBL4297206,2335177,SILVER DIAMMINE FLUORIDE,F[Ag].N.N,"A list of medical conditions: dental caries, gingivitis"
4397,CHEMBL4297210,2335181,REPROXALAP,CC(C)(O)c1nc2ccc(Cl)cc2cc1N,"A list of medical conditions: allergic conjunctivitis, dry eye syndrome, Sjogren-Larsson syndrome"
4398,CHEMBL4297211,2335182,CEFIDEROCOL SULFATE TOSYLATE,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O.CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O.CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)[O-])cc1.O.O=S(=O)([O-])[O-],"A list of medical conditions: bacterial pneumonia, urinary tract infection"
4399,CHEMBL4297212,2335183,SOLRIAMFETOL HYDROCHLORIDE,Cl.NC(=O)OC[C@H](N)Cc1ccccc1,"A list of medical conditions: hypersomnia, narcolepsy-cataplexy syndrome, obstructive sleep apnea, sleep apnea"
4400,CHEMBL4297214,2335185,PRALICIGUAT,OC(CNc1nc(-c2cc(-c3ccon3)n(Cc3ccccc3F)n2)ncc1F)(C(F)(F)F)C(F)(F)F,A list of medical conditions: heart failure
4401,CHEMBL4297215,2335186,BALOXAVIR,O=C1c2c(O)c(=O)ccn2N([C@@H]2c3ccccc3SCc3c2ccc(F)c3F)[C@@H]2COCCN12,A list of medical conditions: influenza
4402,CHEMBL4297216,2335187,FEDRATINIB HYDROCHLORIDE,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O,"A list of medical conditions: Myelofibrosis, primary myelofibrosis"
4403,CHEMBL4297218,2335189,ROVAZOLAC,CCOC(=O)Cn1nc(C(F)(F)F)cc1-c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1,A list of medical conditions: atopic eczema
4404,CHEMBL4297220,2335191,ASCIMINIB HYDROCHLORIDE,Cl.O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,A list of medical conditions: chronic myelogenous leukemia
4405,CHEMBL4297221,2335192,HYDROMETHYLTHIONINE MESYLATE,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2.CS(=O)(=O)O.CS(=O)(=O)O,"A list of medical conditions: Alzheimer disease, frontotemporal dementia"
4406,CHEMBL4297223,2335194,MITAPIVAT SULFATE,O.O.O.O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1.O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1.O=S(=O)(O)O,A list of medical conditions: familial hemolytic anemia
4407,CHEMBL4297252,2335223,2'-FUCOSYLLACTOSE,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@H](CO)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,"A list of medical conditions: Crohn's disease, ulcerative colitis"
4408,CHEMBL4297253,2335224,4-DEMETHYL-4-CHOLESTERYLOXYCARBONYLPENCLOMEDINE,COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC(=O)O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5CC[C@H]([C@H](C)CCCC(C)C)[C@@]5(C)CC[C@@H]43)C2)c1Cl,A list of medical conditions: cancer
4409,CHEMBL4297254,2335225,552-02,CS(=O)(=O)O.N=C(NCCCCc1ccc(OCC(O)CO)cc1)NC(=O)c1nc(Cl)c(N)nc1N,A list of medical conditions: cystic fibrosis
4410,CHEMBL4297256,2335227,ABT-384,CC(C)(C(=O)NC1C2CC3CC1CC(C(N)=O)(C3)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,A list of medical conditions: Alzheimer disease
4411,CHEMBL4297257,2335228,ALBUVIRTIDE,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)CCN1C(=O)C=CC1=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(C)=O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(N)=O,"A list of medical conditions: AIDS, HIV-1 infection"
4412,CHEMBL4297258,2335229,ALFLUTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCN(C)C,"A list of medical conditions: lung adenocarcinoma, lung cancer, non-small cell lung carcinoma"
4413,CHEMBL4297260,2335231,AMY-101,CC[C@H](C)[C@H](NC(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)N(C)[C@H](C(N)=O)[C@@H](C)CC)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](C)NC(=O)CN(C)C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2cn(C)c3ccccc23)NC(=O)[C@H](C(C)C)NC1=O,A list of medical conditions: gingivitis
4414,CHEMBL4297261,2335232,APTO-253,Cc1[nH]c2ccc(F)cc2c1-c1nc2c3cccnc3c3ncccc3c2[nH]1,A list of medical conditions: neoplasm
4415,CHEMBL4297262,2335233,ICOMIDOCHOLIC ACID,CCCCCCCCCCCCCCCCCCCC(=O)N[C@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](O)[C@@H]1[C@@H]2C[C@H](O)[C@]2(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]12,"A list of medical conditions: cirrhosis of liver, gallstones, Hepatic steatosis, liver disease, non-alcoholic fatty liver disease, non-alcoholic steatohepatitis"
4416,CHEMBL4297264,2335235,BENZODIAZEPINE,C1=Cc2ccccc2NN=C1,A list of medical conditions: anxiety
4417,CHEMBL4297266,2335237,BLXA4,CCCCC[C@@H](O)/C=C/c1ccccc1/C=C/[C@@H](O)[C@@H](O)CCCC(=O)O,A list of medical conditions: inflammation
4418,CHEMBL4297267,2335238,BMS-184476,CSCO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]12C)C3(C)C,A list of medical conditions: neoplasm
4419,CHEMBL4297268,2335239,BMS-275183,COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,"A list of medical conditions: neoplasm, non-small cell lung carcinoma"
4420,CHEMBL4297269,2335240,OSUGACESTAT,CN1C(=O)[C@@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)N=C(c2ccccc2)c2ccccc21,"A list of medical conditions: adenoid cystic carcinoma, breast cancer, cancer, precursor T-cell lymphoblastic leukemia-lymphoma"
4421,CHEMBL4297270,2335241,BMS-986020,Cc1noc(-c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1,"A list of medical conditions: idiopathic pulmonary fibrosis, scleroderma"
4422,CHEMBL4297273,2335244,CPP-115,Cl.N[C@H]1C[C@@H](C(=O)O)CC1=C(F)F,A list of medical conditions: cocaine dependence
4423,CHEMBL4297274,2335245,CT-2584,CCCCCCCCCCCCNCC(O)CCCCCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O,A list of medical conditions: prostate cancer
4424,CHEMBL4297275,2335246,CYTOCHLOR,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Cl,"A list of medical conditions: Central Nervous System Neoplasm, head and neck malignant neoplasia"
4425,CHEMBL4297276,2335247,DIAZOXIDE CHOLINE,CC1=Nc2ccc(Cl)cc2S(=O)(=O)[N-]1.C[N+](C)(C)CCO,"A list of medical conditions: Hypertriglyceridemia, Prader-Willi syndrome"
4426,CHEMBL4297277,2335248,DIEPALRESTAT CHOLINE,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1.CC(/C=C1\SC(=S)N(CC(=O)[O-])C1=O)=C\c1ccccc1.C[N+](C)(C)CCO,A list of medical conditions: diabetic neuropathy
4427,CHEMBL4297278,2335249,E7107,CC[C@H](O)[C@@H](C)[C@H]1O[C@@H]1C[C@@](C)(O)/C=C/C=C(\C)[C@H]1OC(=O)C[C@H](O)CC[C@@](C)(O)[C@@H](OC(=O)N2CCN(C3CCCCCC3)CC2)/C=C/[C@@H]1C,A list of medical conditions: cancer
4428,CHEMBL4297279,2335250,EC-17,NC(=O)CC[C@@H](C(=O)O)N(CCNC(=S)Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)C(=O)c1ccc(NCc2cnc3nc(N)[nH]c(=O)c3n2)cc1,"A list of medical conditions: cancer, renal cell carcinoma"
4429,CHEMBL4297280,2335251,ETARFOLATIDE,N[C@@H](CNC(=O)CC[C@@H](NC(=O)c1ccc(NCc2c[nH]c3ncnc(=O)c-3n2)cc1)C(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CS)C(=O)O,"A list of medical conditions: breast neoplasm, lung adenocarcinoma, ovarian cancer"
4430,CHEMBL4297281,2335252,FOXY-5,CSCC[C@H](NC=O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)O,A list of medical conditions: malignant colon neoplasm
4431,CHEMBL4297282,2335253,GDC-0917,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1sc(-c2ncco2)nc1-c1ccccc1)C1CCCCC1,"A list of medical conditions: cancer, lymphoma"
4432,CHEMBL4297283,2335254,GLYCOVIR,CCCCN1C[C@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](OC(=O)CCC)[C@H]1COC(=O)CCC,A list of medical conditions: HIV infection
4433,CHEMBL4297284,2335255,HE3286,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,"A list of medical conditions: insulin resistance, rheumatoid arthritis, type 2 diabetes mellitus, ulcerative colitis"
4434,CHEMBL4297287,2335258,HT-0712,COc1ccc([C@H]2CNC(=O)[C@H](Cc3cccc(C)c3)C2)cc1OC1CCCC1,"A list of medical conditions: allergic rhinitis, memory impairment"
4435,CHEMBL4297288,2335259,HYDRONIDONE,Cc1ccc(=O)n(-c2ccc(O)cc2)c1,"A list of medical conditions: chronic hepatitis B virus infection, cirrhosis of liver, Decreased liver function"
4436,CHEMBL4297289,2335260,BOMEDEMSTAT,CN1CCN(C(=O)[C@H](CCCN[C@@H]2C[C@H]2c2ccc(F)cc2)NC(=O)c2ccc(-n3ccnn3)cc2)CC1,"A list of medical conditions: acute myeloid leukemia, essential thrombocythemia, myelodysplastic syndrome, small cell lung carcinoma"
4437,CHEMBL4297290,2335261,TOVINONTRINE,C[C@@H]1CN(Cc2ncccn2)C[C@H]1c1cn2c(C3CCOCC3)ncc2c(=O)[nH]1,"A list of medical conditions: Beta-thalassemia, heart failure, sickle cell anemia"
4438,CHEMBL4297292,2335263,JNJ-17166864,C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)C1CCOCC1.[Cl-],A list of medical conditions: allergic rhinitis
4439,CHEMBL4297293,2335264,JNJ-18038683,Clc1ccc(-c2nn(Cc3ccccc3)c3c2CCNCC3)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,"A list of medical conditions: bipolar disorder, major depressive disorder"
4440,CHEMBL4297294,2335265,JNJ-42165279,O=C(Nc1cnccc1Cl)N1CCN(Cc2ccc3c(c2)OC(F)(F)O3)CC1,"A list of medical conditions: autism spectrum disorder, phobic disorder"
4441,CHEMBL4297295,2335266,JTK-853,O=C(NCc1ccc(OC(F)(F)F)c(F)c1)[C@H]1CN(c2nc3nc(C4CC4)ncc3s2)CCN1S(=O)(=O)c1ccc(C(F)(F)F)cc1,A list of medical conditions: infection
4442,CHEMBL4297296,2335267,KOS-1584,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C1,A list of medical conditions: non-small cell lung carcinoma
4443,CHEMBL4297297,2335268,KP-1461,CCCCCCCOC(=O)NC1=NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CN1,A list of medical conditions: HIV infection
4444,CHEMBL4297298,2335269,KW-2478,CCc1c(O)cc(O)c(C(=O)c2ccc(OCCN3CCOCC3)c(OC)c2)c1CC(=O)N(CCOC)CCOC.Cl,"A list of medical conditions: chronic lymphocytic leukemia, multiple myeloma"
4445,CHEMBL4297299,2335270,KX2-361,O=C(Cc1ccc(-c2ccc(N3CCOCC3)cc2)cn1)NCc1cccc(F)c1,A list of medical conditions: cancer
4446,CHEMBL4297300,2335271,LB-100,CN1CCN(C(=O)C2C(C(=O)O)[C@H]3CC[C@@H]2O3)CC1,"A list of medical conditions: cancer, glioblastoma multiforme, myelodysplastic syndrome, oligodendroglioma, small cell lung carcinoma"
4447,CHEMBL4297301,2335272,METHYL-D9-CHOLINE,[2H]C([2H])([2H])[N+](CCO)(C([2H])([2H])[2H])C([2H])([2H])[2H],A list of medical conditions: obesity
4448,CHEMBL4297302,2335273,MK-0941,CCS(=O)(=O)c1ccc(Oc2cc(O[C@@H](C)CO)cc(C(=O)Nc3ccn(C)n3)c2)cn1.CS(=O)(=O)O,A list of medical conditions: type 2 diabetes mellitus
4449,CHEMBL4297303,2335274,MK-2748,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C1CCCC1)NC(=O)O[C@@H]1CCC[C@H]1CCCCCn1c(nc3cc(OC)ccc3c1=O)O2)C(=O)NS(=O)(=O)C1(C)CC1,A list of medical conditions: hepatitis C virus infection
4450,CHEMBL4297304,2335275,MK-6325,COc1ccc2nc3c(nc2c1)O[C@@H]1C[C@H]2C(=O)N[C@]4(C(=O)NS(=O)(=O)C5(C)CC5)C[C@H]4/C=C/CCCCC[C@H](NC(=O)O[C@@H]4CCC[C@H]4CCCCC3)C(=O)N2C1,A list of medical conditions: hepatitis C virus infection
4451,CHEMBL4297305,2335276,NB-001,Nc1ncnc2c1ncn2CCNCCCCCO,"A list of medical conditions: 22q11.2 deletion syndrome, Herpes Labialis"
4452,CHEMBL4297306,2335277,NBI-6024,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C,A list of medical conditions: type 1 diabetes mellitus
4453,CHEMBL4297307,2335278,NEOSAXITOXIN,N=C1N(O)[C@@H](COC(N)=O)[C@@H]2N=C(N)N[C@]23N1CCC3(O)O,A list of medical conditions: pain
4454,CHEMBL4297308,2335279,NEROFE,CC(C)C[C@@H](NC(=O)[C@H](NC(=O)[C@@H](CO)NC(=O)[C@H]1CCCN1C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](N)Cc1c[nH]c2ccccc12)C(C)O)C(C)O)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)O,"A list of medical conditions: acute myeloid leukemia, cancer, myelodysplastic syndrome"
4455,CHEMBL4297309,2335280,NSI-189 PHOSPHATE,CC(C)CCNc1ncccc1C(=O)N1CCN(Cc2ccccc2)CC1.O=P(O)(O)O,A list of medical conditions: depressive disorder
4456,CHEMBL4297310,2335281,DORDAVIPRONE,Cc1ccccc1CN1C(=O)C2=C(CCN(Cc3ccccc3)C2)N2CCN=C12,"A list of medical conditions: acute lymphoblastic leukemia, acute myeloid leukemia, breast cancer, diffuse intrinsic pontine glioma, endometrial cancer, glioblastoma multiforme, glioma, gliosarcoma, multiple myeloma, myelodysplastic syndrome, neoplasm, neuroendocrine neoplasm"
4457,CHEMBL4297311,2335282,ONO-2952,COc1cc(Cl)ccc1[C@H]1c2[nH]c3cccc(F)c3c2C2(CC2)CN1C(C)=O,A list of medical conditions: irritable bowel syndrome
4458,CHEMBL4297312,2335283,ORM-12741,COC[C@@]1(C)CCCN2CCc3c(oc4ccccc34)[C@@H]21,A list of medical conditions: Alzheimer disease
4459,CHEMBL4297313,2335284,OT-551,CC1(C)CC(OC(=O)C2CC2)CC(C)(C)N1O,A list of medical conditions: age-related macular degeneration
4460,CHEMBL4297314,2335285,OXAZOLIDINE,C1COCN1,A list of medical conditions: neoplasm
4461,CHEMBL4297315,2335286,PCI-27483,N=C(N)c1ccc2nc(-c3cc(CC(=O)N[C@@H](CC(=O)O)C(=O)O)cc(-c4cc(S(N)(=O)=O)ccc4O)c3O)[nH]c2c1,A list of medical conditions: pancreatic carcinoma
4462,CHEMBL4297316,2335287,PD-0299685,CCC[C@@H](C)C[C@H](CN)CC(=O)O,"A list of medical conditions: Hot flashes, interstitial cystitis"
4463,CHEMBL4297318,2335289,PG-530742,COc1ccc(C(=O)Nc2ccc(S(=O)(=O)NC(CC#CCN3CCOCC3)C(=O)O)cc2)cc1,"A list of medical conditions: osteoarthritis, knee"
4464,CHEMBL4297319,2335290,PHENCYNONATE HYDROCHLORIDE,CN1CC2CCCC(C1)C2OC(=O)C(O)(c1ccccc1)C1CCCC1.Cl,A list of medical conditions: motion sickness
4465,CHEMBL4297320,2335291,PL-3994,CCCCCCC(=O)N[C@@H]1CSSC[C@@H](C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2C[C@H](C(N)=O)NC(=O)[C@@H]2CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CCCC)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC1=O,"A list of medical conditions: asthma, heart failure"
4466,CHEMBL4297321,2335292,PR-104,CS(=O)(=O)OCCN(CCBr)c1c(C(=O)NCCOP(=O)(O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],A list of medical conditions: neoplasm
4467,CHEMBL4297323,2335294,PZ-128,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,A list of medical conditions: coronary artery disease
4468,CHEMBL4297325,2335296,SIMMITECAN,C=CCc1c(OC(=O)N2CCC(N3CCCCC3)CC2)ccc2nc3c(cc12)Cn1c-3cc2c(c1=O)COC(=O)[C@]2(O)CC.Cl,A list of medical conditions: neoplasm
4469,CHEMBL4297326,2335297,SLX-4090,COc1cccc(C(=O)Nc2ccc3c(c2)CCN(C(=O)Oc2ccccc2)C3)c1-c1ccc(C(F)(F)F)cc1,"A list of medical conditions: hyperlipidemia, Hyperlipoproteinemia type 1, Hypertriglyceridemia, type 2 diabetes mellitus"
4470,CHEMBL4297327,2335298,SUVN-D4010,COCCCN1CCC(c2nnc(-c3nn(C(C)C)c4ccccc34)o2)CC1,A list of medical conditions: Cognitive impairment
4471,CHEMBL4297328,2335299,SUVN-G3031,O=C(CN1CCOCC1)Nc1ccc(OC2CCN(C3CCC3)CC2)cc1,"A list of medical conditions: Cognitive impairment, narcolepsy"
4472,CHEMBL4297329,2335300,TAS-117,C[C@]1(O)C[C@@](N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)C1,A list of medical conditions: neoplasm
4473,CHEMBL4297330,2335301,TOCOTRIENOL,CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2cc(O)ccc2O1,"A list of medical conditions: breast cancer, colorectal carcinoma, Ischemic stroke, ovarian cancer"
4474,CHEMBL4297331,2335302,TU-100,CN1C2C(=O)c3ccccc3C1C1=C2C(=O)c2ccccc2C1=O,"A list of medical conditions: Constipation, Crohn's disease, ileus, irritable bowel syndrome"
